Title,City,State,Country,URL,Industry,Source,Description,Listed By (Firm),Listed By (Name),Phone,Email,Price,Gross Revenue,Cash Flow,Inventory,EBITDA,Scraping Date,listing Date,Financial Data
Land Clearing And Tree Service Company Ky For Sale,N/A,Kentucky,US,https://us.businessesforsale.com/us/land-clearing-and-tree-service-company-ky-for-sale.aspx,N/A,businessesforsale.com,"30+ year established land clearing and tree service business. Award winning regionally recognized company. Multiple existing commercial contracts and long term customer base. Positive cash flow, profitable business. All equipment, FF&E, and staff is included in the business. Land lease available or business can be relocated.",Gilezan Global Brokered by eXp Commercial,N/A,N/A,N/A,"$8,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Top Tampa Area Franchise Child Care Center For Sale,Tampa Bay Area,Florida,US,https://us.businessesforsale.com/us/top-tampa-area-franchise-child-care-center-for-sale.aspx,N/A,businessesforsale.com,"A strategically located franchised preschool in one of the fastest growing areas in the Tampa Bay area. Built with the current hurricane standards and licensed for over 275 children, this is a profitable center with high growth potential.


The school runs year-round with top-notch curriculum, well qualified staff and serves children from infants through school-age.",The Barnett Capital Group,N/A,N/A,N/A,"$6,400,000",Available on request,Available on request,N/A,N/A,01/19/2024
Thriving Event Center And Lodging Plus Hotel Sites In Missouri For Sale,N/A,Missouri,US,https://us.businessesforsale.com/us/thriving-event-center-and-lodging-plus-hotel-sites-in-missouri-for-sale.aspx,N/A,businessesforsale.com,"OPPORTUNITY is what this destination in Missouri wine country is all about.


It includes quite a bit:

Possibly the best views of Missouri Wine Country. 
Very busy event center. 
Lodging accommodations. 
Staffed. 
Booked in advance. 
Multiple parcels. 

Besides the existing business being great, these future opportunities have even larger potential:

Two mid sized hotel parcels in a very underserved area with heavy need. 
Additional location with Boutique lodging and further development opportunity available. 

For detailed information about this opportunity please contact Jeff Bach at Fusion Business Brokers. Please reference ID#1197JB.",Fusion Business Services,N/A,N/A,N/A,"$7,990,000 


Furniture / Fixtures included",Available on request,Available on request,"$30,000",N/A,01/19/2024
Top Performing Tampa Child Care Franchise For Sale,Tampa,Florida,US,https://us.businessesforsale.com/us/top-performing-tampa-child-care-franchise-for-sale.aspx,N/A,businessesforsale.com,"This school has done very well financially during COVID.

This stunning school is a leader in its market and has a stellar reputation for quality care. It is located in a Master Planned area with high demographics. The school is one of the top schools in this brand's system in both sales and quality. The building is in immaculate condition. The school has numerous features making it a favorite in the community. 
This school has an SBA pre-approval and is ready to go to closing now.",The Barnett Capital Group,N/A,N/A,N/A,"$6,300,000",Available on request,Available on request,N/A,N/A,01/19/2024
Collin County Hot Child Care Franchise For Sale,N/A,Texas,US,https://us.businessesforsale.com/us/collin-county-hot-child-care-franchise-for-sale.aspx,N/A,businessesforsale.com,"Don’t miss the opportunity to purchase one of the hottest childcare franchises in one of the hottest communities in the DFW area. Collin County is one of our most sought- after communities and this listing will go fast.


This center is an ideal situation for a first- time buyer who is looking to build. There is no need to get on the waiting list to be approved. There is no need to spend years going through the building process. This state- of- the- art building is well maintained and is one of the top schools in McKinney/Frisco community.


This center is very popular and has top financial performance. The reputation is great and well- loved by a lot of families within the community. The classrooms are large and inviting and the playgrounds are modern and safe.


This center has been preapproved by the SBA and is ready for the new owner to make money on day one.",The Barnett Capital Group,N/A,N/A,N/A,"$7,100,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,N/A,N/A,01/19/2024
38 Units Mf Apartment Building In Miami For Sale,Miami,Florida,US,https://us.businessesforsale.com/us/38-units-mf-apartment-building-in-miami-for-sale.aspx,N/A,businessesforsale.com,"OFF MARKET MF apartment building in Miami FL up for sale. For financials, please inquire.


38 Multifamily Units in Miami- Cap rate: 8% (Seller Financing)


Current Income:Gross yearly Income: $590,400


Expenses: $130,207.60


NOI: $460,192.40


Cap rate: 8%


Proforma:Gross yearly Income: $775,687


Expenses: $190,607


NOI: $585,080



Cap rate: 9.46% 

Unit Mix:


33 – One beds one bath


5 – Two beds one bath



1 – Retail store 

6.3M",Tru Vizions LLC,N/A,N/A,N/A,"$6,300,000",Available on request,Available on request,N/A,N/A,01/19/2024
Lauderdale Lakes Future Development Florida For Sale,Lauderdale Lakes,Florida,US,https://us.businessesforsale.com/us/lauderdale-lakes-future-development-florida-for-sale.aspx,N/A,businessesforsale.com,"Link for the redevelopment of parking space ( Mixed use project keeping the existing structures on the income producing properties).

Operating Budget 
Lauderdale Lakes Comprehensive plan for a future land use development. 

Current Gross income per rent roll is 5.8 MIL . Vacancy rate is at 6.71% (17,000 SF ) @ 25$ PSF , additional $425,000 Gross Income can be achieved by leasing this remaining 17,000 SF . There is huge demand for vacant space in the area.


NOI should reach 4.2 MIL at the beginning of 2023 only taking into consideration rent escalation with NO lease up.


Plaza has been a great performing asset with a great mix of tenants for several years surrounded by multiple apartment communities and dense neighborhoods who utilize this commercial corridor for daily business needs.

This center is located in the busiest intersection in Broward County and the City of Lauderdale Lakes would be happy to see a huge mixed use redevelopment on the 32 acres of land .Can develop over 900 residential units and the town is on board. 

Major renovations have been completed for our Medical and Government tenants . Ownership has invested recently over 1.8 MIL for a new foam roof.


Feel free to contact me if you have additional questions.



Can do a development of over 900 residential units keeping the existing retail center structure. 

Asking price $79m",Tru Vizions LLC,N/A,N/A,N/A,"$79,000,000",Available on request,Not applicable,N/A,N/A,01/19/2024
Perez Buildings For Sale,Cathedral City,California - South,US,https://us.businessesforsale.com/us/perez-buildings-for-sale.aspx,N/A,businessesforsale.com,"Two commercial buildings are available in Cathedral City for sale or lease that can be used for the cultivation of marijuana. No expense has been spared in extensively upgrading the buildings for their intended use. Highly specialized improvements for cultivation with ample air conditioning and other technological accouterments for the industry. Please call the broker for more details on these buildings and to arrange a showing. For sale or lease. The lease price is $34,000 a month.

This information, while not guaranteed, has been obtained from sources deemed reliable. Buyer must verify the information and bear all risks for any inaccuracies. DRE #01366091 00011823",Hughes Properties Business Brokers,N/A,N/A,N/A,"$6,750,000",Available on request,Available on request,N/A,N/A,01/19/2024
"Automated Truck Wash, Repair Center, Retail, Distribution, Parking For Sale",Palm Beach County,Florida,US,https://us.businessesforsale.com/us/automated-truck-wash-repair-center-retail-distribution-parking.aspx,N/A,businessesforsale.com,"Rare to market in South Florida. Comprehensive, built-out and turn-key truck services Center. Approx. 4 & 1/2 Acres of Real Estate included. Major North-South Travel Corridor. FDOT Average daily traffic count is 18,400.


Opportunity to scale the business by expanding current operations and introducing additional revenue streams. Strategic South Florida location. Can be for an E2 / L1 / EB5 Investment Visa.


Two Bay Mechanic shop with service pit. Lube/ oil changes, diagnostics, engine and break repair, tire services, fuel systems, preventative maintenance, cooling systems, electrical, welding etc...


Automated Tunnel drive through wash system for all types of Rigs, trailers, trucks, RV's, boats and cars. Additional interior and tire / rim detailing services. Can easily increase daily capacity.


Parking area for approx. 20 full combo rig trucks plus additional space for box trucks and tractors.


Potential logistics HUB for a regional or national trucking company.


Retail store for truck related parts and accessories. Several direct distribution relationships with protected territories allow for increased profit margins and drive customers to the location.


Wholesale division with tremendous growth capability on direct distribution lines.


Online internet sales / export for parts and accessories ripe for expansion.


Ample space to expand in areas such as Cold Storage and self storage.",Suncoast Business Consultants,N/A,N/A,N/A,"$6,250,000",Available on request,Available on request,N/A,N/A,01/19/2024
Nc Sfh Portfoilio Package For Sale,Wilmington,North Carolina,US,https://us.businessesforsale.com/us/nc-sfh-portfoilio-package-for-sale.aspx,N/A,businessesforsale.com,"VALUE ADDED PURCHASE PRICE $24,400,000 + 3% BUYERS FEE


Breakdown of Financials please reach out for that information


***VALUE ADDED***


ARV $35.25M


75% of Arv: $26.43M


Rehab: $3-4M


All title work has been done and would just require an update.",Tru Vizions LLC,N/A,N/A,N/A,"$24,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Florida Multi Specialty Medical Building Project With Licenses For Sale,Davie,Florida,US,https://us.businessesforsale.com/us/florida-multi-specialty-medical-building-project-with-licenses-for-sale.aspx,N/A,businessesforsale.com,"Florida Multi Specialty Medical Building Project. Purchase Price includes, Approval from the State and Local Municipality to build a 168,000 sq/ft Medical Building. The following specialties have been approved by Florida Dept. of Health for this location. Ambulatory Surgical Center, MRI, Urgent care Dialysis facility 171 Room Assisted Living, Alzheimer Unit and Physical Rehab. $4,000,000 for the building,",Capital Business Solutions,N/A,N/A,N/A,"$6,480,000",Available on request,Available on request,N/A,N/A,01/19/2024
Dallas Suburban Area Franchise Child Care Center For Sale,Dallas,Texas,US,https://us.businessesforsale.com/us/dallas-suburban-area-franchise-child-care-center-for-sale.aspx,N/A,businessesforsale.com,"This is one of the top-performing childcare centers in the greater Dallas Suburban area. It belongs to one of the most sought-after franchise systems in childcare. This school has ever increasing sales each year and provides a very high standard of care. This center has been popular in the community since it opened and if you are looking to own a dominant childcare center without the uncertainty, delays, and risk of building a new school, this is your school.


The center was highly profitable prior to the pandemic with sales a little over almost $2.6 million and SDCF of over $853K and is currently working toward getting back to pre-pandemic numbers.


The building is beautiful and state of the art with large classrooms that are conducive to a positive learning environment. The current owner has kept the building well maintained. The playgrounds are beautiful with the latest playground structures and large enough for the children to enjoy at recess.


This is a fabulous opportunity for a first- time buyer who does not want to build. YOU can start making money from day one. It is pre-approved for an SBA loan.",The Barnett Capital Group,N/A,N/A,N/A,"$7,500,000",Available on request,Available on request,N/A,N/A,01/19/2024
Branded Food Industry Trademarks For Sale,N/A,Florida,US,https://us.businessesforsale.com/us/branded-food-industry-trademarks-for-sale.aspx,N/A,businessesforsale.com,"Recently reduced! Assets as available for a little as $1 with a licensing agreement. Make Offer! This is a huge opportunity to acquire a number of well branded intellectual properties and trademarks related to a versatile health food often used for cereals, toppings, baking ingredient or snack foods. This sale is best suited for a buyer who wants to lead the food industry in this space, whether it be food manufacturing, food distribution or further development of the brand and sponsorship opportunities. This a great opportunity to own this space, whether developing your own products to take market share from some of the nation’s leading food manufacturers who are dominating the market with billions in sales or using it to further promote your product line. These branded intellectual properties can be used to differentiate your products, attract more customers, diversify your product offerings, expand into new categories or target different customer segments and increase your market reach. Sale includes highly desirable branded website, vanity 800 numbers, 3 trademarks and over a hundred various domain names. Seller may consider a licensing agreement or a strategic alliance.",Truforte Business Group,N/A,N/A,N/A,"$18,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Premier Adult Club With Liquor In Major Market For Sale,N/A,US,N/A,https://us.businessesforsale.com/us/premier-adult-club-with-liquor-in-major-market-for-sale.aspx,N/A,businessesforsale.com,"Premier Adult Club in Major Market. Topless, with alcohol; 24 hour license. One of a kind operation due to its unique, grandfathered location. Competition present in total market, but again, its location is a serious, effective, and distinct advantage over its competitors. Zoned for 15 Table Top Slot Machines. Established ownership for over 15 Years. Partners are absentee and are retiring due to health and age.


3 Stages, 2 satellite podiums,2 full bars,full kitchen and coolers. Multiple offices, Dressing room for 100+ Dancers.


9000 SF Building, regularly inspected, up to code. 1.1 Acre Parking Lot. Leased: $13,400/month NNN, with 20 Years+ Remaining. Lease is seriously below market rates. (Comparables are at 3x+)


No violations.


Tax Returns upon following conditions:


BUYERS: Don't even waste your time (or mine!) unless you are

1. willing to sign a Confidentiality Agreement, 
2. willing to speak directly to me, 
3. and are able to provide proof of funds: VERIFIABLE Cash or Equivalent Assets of $3M for purchase downpayment. 

BROKERS: 2.5% Fee to Selling Broker on total Sale Price. Don't even waste your time (or mine!)if your Buyer cannot or will not comply with 3 conditions above. I am not kidding.",HWH Properties,N/A,N/A,N/A,"$8,000,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,"$200,000 - included in the asking price",N/A,01/19/2024
Top Performing Raleigh Area Franchise Child Care For Sale,Raleigh,North Carolina,US,https://us.businessesforsale.com/us/top-performing-raleigh-area-franchise-child-care-for-sale.aspx,N/A,businessesforsale.com,"If you have been wanting one of the major franchise childcare brands without the high risk, limited site availability, and multi-year wait of building a new location, this is for you.


This beautifully constructed school is in an ideal, high-traffic location in the greater Raleigh area. This franchise is one of the top performers of this large national brand. This center is dominant within its community and the sales prove it. This is a rare opportunity and will be a profitable venture for the new owner from day one. The center has an excellent team of Directors and teachers on board to assist in your new venture.


If you have been considering constructing a new Childcare Franchise school this is the safer solution. There is no risk that the school will be built in a bad location, of construction, no taking a site far from high-end neighborhoods and new growth. This school is pre-qualified for SBA financing if you have 1 million dollars down and good credit.",The Barnett Capital Group,N/A,N/A,N/A,"$8,900,000 


Furniture / Fixtures included",Available on request,Available on request,N/A,N/A,01/19/2024
Edge2cloud Integration Technology Leveraged By Swarm Intelligence For Sale,N/A,US,N/A,https://us.businessesforsale.com/us/edge2cloud-integration-technology-leveraged-by-swarm-intelligence-for-sale.aspx,N/A,businessesforsale.com,"BluEdge for Your Edge-to-Cloud, ML/AI, and 5G Enhancement Needs

To IoT Connectivity Providers: If you appreciate that your abundant IoT Connectivity is ""just a means to an end"" you believe in the industry's need to transition to Edge of Cloud Computing, 

Description of BluEdge's Capabilities:

A. Leverages ML and AI via continuous and unsupervised reinforcement learning of networks’ smart components. 
B. Minimal need for infrastructure; smart devices (nodes of the network) can instantly route via each other via the use of swarm intelligence (a BluEdge patent). 
C. Leverage & Augment Existing Networks. 
D. Route without internet and to the internet including Mobile devices, thus creating continuous network Connectivity. 
C. Overall BluEdge enables smart devices (even with a small CPU capacity) to engage into instantaneous Ad-Hoc, scalable multi-device networks to self-organize and act in concert via an embedded API and enabled by Digital Pheromones (a BluEdge patent). 

BluEdge is now available to users of Edge Computing, Industry 4.0’s Clouds and IoT service providers. BluEdge (technology's code name) has Software Delivering Capabilities (e.g. continuous & unsupervised ML/ AI, leverage self-organization smart devices enabled by digital pheromones, etc.) via customizable Application Programming Interfaces (API/s) that can leverage your hardware and software shortcomings.


The Asking Price is based is a multiple of the funding spent for the development and testing of this advanced technology by Government and private funding.


A former senior technology official who participated in the funding, testing and development & utilization of BluEdge described it in his commendation letter as follows: ""The use of SWARM as Artificial Intelligence (AI) in the Swarm.2.IoT.edge company patented technologies brings a new dimension in the form of learning and enabling the creation of distributed networks capable of truly “self-forming” and “self-healing” aspects. BluEedge’s edge cutting edge solutions lend themselves to solving virtually most all of the Internet of Things (IoT) (from Bluetooth beacons to networked medical instruments, smartphones, car 2 car comm. et. al) by decreasing burdening network data schemes and the need for use mobile ad hoc networking with integrated intelligence to learn and make group decisions. In addition, the swarm proximity location learning and updates brings valuable tools to distributed intelligence.""


BluEdge is a next-generation software architecture capable of acting as the “Intelligence Layer” that enables ad-hoc, scalable multi-device networks to self-organize and act in concert. BluEdge fills this growing technological void since there are no existing architectures, protocols, API’s or algorithms that act as the ‘intelligence layer’ to enable Swarming Networks to operate as intended. The BluEdge software architecture has a clear focus on edge-based collective awareness/sharing for reinforced learning, ‘always-on’ connectivity, and complete self-governance.


In essence, BluEdge allows multi-device deployments to seamlessly share information, learn and adapt collectively via self-forming/healing networks. This creates Intelligent Networks, such as large-scale IoT deployments, capable of acting like swarms found in nature. Such capabilities enable swarms to find food, wage wars and survive.


Please review the attached teaser and contact us if you wish to explore this technology further. Thank you.",Enterprise Development Resources,N/A,N/A,N/A,Over $5M,Available on request,Available on request,N/A,N/A,01/19/2024
Off Market Apt Building In Los Angeles For Sale,Los Angeles,California - South,US,https://us.businessesforsale.com/us/off-market-apt-building-in-los-angeles-for-sale.aspx,N/A,businessesforsale.com,"3 PROPERTY SRO LOS ANGELES PORTFOLIO


3 Buildings


90-SRO Units in Total


These are perfect opportunity to convert to section 8/affordable housing . The units can each collect $1,500/unit.


Seller NEEDS a cash offer as fast as possible. Seller is in a divorce and needs to close as fast as possible.




Was asking $15M but due to emergency, will look at any offer. 4 PERCENT BUYERS FEE


SRO Investors, look no further


(3) property SRO portfolio. Comprised of (1) 18-unit SRO building, (1) 32-unit SRO building, & (1) 40-unit SRO building. The properties were previously under receivership and currently have approximately 38-vacant units. The portfolio will be sold together, with no single property exceeding a $5mm price tag.


﻿


32-unit Building


(2) One bedroom


(6) large studios


(24) Bachelors


All units have private bathrooms


Only (5) units are occupied w/current rent of $4,402/mo


Vacant units are move-in ready




18 - Unit Building


(2) one bedroom


(16) Bachelors


All units have private bathrooms


(1) Vacant Residential unit & (1) Vacant storefront


Current monthly rent is $15,068/mo


Vacant unit is move in ready


(14) onsite parking spaces




40 - Unit Building


(2) - One Bedroom


(38) Bachelors


All units have private bathrooms (except units 24 & 26)


(11) Vacancies


Current rent roll is $26,015/mo


Vacant units are move-in ready


Units 24 & 26 share a bathroom


Title shows only (39) total units",Tru Vizions LLC,N/A,N/A,N/A,"$15,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
"In Corpus Christi, Tx For Sale",Corpus Christi,Texas,US,https://us.businessesforsale.com/us/in-corpus-christi-tx-for-sale.aspx,N/A,businessesforsale.com,"4625 KOSTORYZ RD


CORPUS CHRISTI, TX 78415


106 UNIT MULTIFAMILY 

CLASS C


Built 1958


Renovated In 2017


CAP 5%


Equity Multiple (10 y holding period) 3.96x on average


IRR (10y holding period) 17.86% on average


Proforma numbers for 2022 / 2023 Sales numbers [We are trending towards being able to lease 1BR@ $875; 2BR @ $975 to achieve 2023 pricing!]


Occupancy Summary for the last 3 years to show that it started from close to ZERO occupancy => +/- 10% by EOY 2019 => 70%+/- occupancy by EOY 2020 => 90%+/- occupancy by EOY 2021.


Seller strongly believes it would be a great property for long-term buyers as he has done the hard work by putting over $20K/door with full gut rehab and only 8 more left for the buyer [a few more true value add items with very minimal work like the laundry room, carports, etc.


PURCHASE WAS $9,400,000...


NOW ONLY $8,950,000 + 3% Buyers Fee FOR FINANCIALS POF OR LOI",Tru Vizions LLC,N/A,N/A,N/A,"$8,900,000",Available on request,Available on request,N/A,N/A,01/19/2024
Branded Food Industry Trademarks For Sale,N/A,Florida,US,https://us.businessesforsale.com/us/branded-food-industry-trademarks-for-sale-1.aspx,N/A,businessesforsale.com,"This is a huge opportunity to acquire a number of well branded intellectual properties and trademarks related to a versatile health food often used for cereals, toppings, baking ingredient or snack foods. This sale is best suited for a buyer who wants to lead the food industry in this space, whether it be food manufacturing, food distribution or further development of the brand and sponsorship opportunities. This a great opportunity to own this space, whether developing your own products to take market share from some of the nation’s leading food manufacturers who are dominating the market with billions in sales or using it to further promote your product line. These branded intellectual properties can be used to differentiate your products, attract more customers, diversify your product offerings, expand into new categories or target different customer segments and increase your market reach. Sale includes highly desirable branded website, vanity 800 numbers, 3 trademarks and over a hundred various domain names. Seller may consider a licensing agreement or a strategic alliance.",Truforte Business Group,N/A,N/A,N/A,"$54,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Adult Nightclub Palm Beach County For Sale,Palm Beach County,Florida,US,https://us.businessesforsale.com/us/adult-nightclub-palm-beach-county-for-sale.aspx,N/A,businessesforsale.com,"For those who are in search of an adult nightclub that has it all, here it is, the complete package.


Established and absolutely gorgeous both inside and out with a tremendous upside.


First class all the way.


Current appraisal and full financials are available.


No additional information will be provided prior to completing an NDA, and proof of funds submitted and verified.


Respectfully, no exceptions will be made.",Confidential Real Estate,N/A,N/A,N/A,"Over $5M 


Furniture / Fixtures included",Available on request,Available on request,N/A,N/A,01/19/2024
Adult Nightclub Big Money Maker For Sale,Broward County,Florida,US,https://us.businessesforsale.com/us/adult-nightclub-big-money-maker-for-sale.aspx,N/A,businessesforsale.com,"This is considered one of the premere Urban venues in South Florida. This club is long established and offers 40+ house girls, full food menu, hookah service, cigar service, a booming Uber eats and Door dash business, and has both a day and night shift. If you are looking for a turn-key adult business, this is it. Regular customers include big name music artists, among NFL players. This is a sale of the business only with a long term lease in place. The financials will support the asking price. Proof of funds and a completed NDA is required before financials will be discussed. No exceptions can be made.",Confidential Real Estate,N/A,N/A,N/A,"$16,000,000 


Furniture / Fixtures included",Available on request,Available on request,N/A,N/A,01/19/2024
Flower Mound Top Franchise For Sale,Flower Mound,Texas,US,https://us.businessesforsale.com/us/flower-mound-top-franchise-for-sale.aspx,N/A,businessesforsale.com,"Don’t miss the opportunity to purchase one of the most popular childcare centers in the Flower Mound area. In addition, it is one of the top 10 schools in this popular franchise system nationally. 2022 projected sales are in excess of $2.1 mil


This center is an ideal situation for a first- time buyer who thought about building a franchise school. There is no need to get on the waiting list to be approved. There is no need to spend years going through the building process. This state- of- the- art building is well maintained one of the best in the market.


The reputation is great and well- loved by the families within the community. The classrooms are large and inviting. The playgrounds are also large with a lot of fun activities for the children to enjoy.


This center has been preapproved by the SBA and is ready for the new owner to make money on day one.",The Barnett Capital Group,N/A,N/A,N/A,"$6,400,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,N/A,N/A,01/19/2024
Patented Universal Tumor Targeting Drug Delivery For Sale,Irvine,California - South,US,https://us.businessesforsale.com/us/patented-universal-tumor-targeting-drug-delivery-for-sale.aspx,N/A,businessesforsale.com,"Patented Universal Tumor-Targeting Drug Delivery Platform Co.

This pharmaceutical company has developed and patented a universal tumor-targeting drug-delivery platform that can improve the safety and efficacy of many existing chemo treatments, with the ability to target numerous different types of cancer. The technology encapsulates existing FDA-approved drugs inside lipid nanoparticles (liposomes or emulsions) coated with patented human-sourced antinuclear antibodies (ANA). The lipid nanoparticle provides long-term storage stability of the drug and controlled release of the drug over time at body-temperature, and is expected to improve the safety and efficacy profile of the drug, including passive accumulation at the tumor while not harming normal tissues. The Company’s ANA, sourced from lupus patients, binds to nuclear material present in abundance in areas of necrosis (dead / ruptured cells) present in and around all solid tumors, thus anchoring the drug-filled nanoparticles at the tumor where the nanoparticle is designed to slowly release the drug directly on the tumor for more effect. As the Company’s ANA is not tumor-marker specific, but rather targets necrosis present in solid tumors, the technology is designed to ""universally"" target many different types of cancer including breast cancer, lung, ovarian, colon, prostate, etc., as well as rare childhood cancers. 

The Company completed a successful proof-of-concept study at Children's Hospital using Ewing's Sarcoma transplanted in immunodeficient mice. Treatment with the Company's forumlation significantly inhibited tumor growth and extended survival times compared to control mice receiving no treatment or treatment with plain liposomal doxorubicin.


The Company has been granted Orphan Drug Designation by the FDA on 2 of the lead drug formulations, providing FDA fee waivers, priority review, and 7-years exclusivity upon market approval. The orphan pathway also enables the potential for New Drug Approval after successful completion of Phase 2 studies, with Phase III data collected while in the market, thus significantly lowering the time and cost to market approval. This same drug inside the Company's tumor targeting delivery system will likely have potential to treat other pediatric cancers, and/or cancers in larger adult populations.


As the Company’s platform and ANA has the potential to improve the safety and efficacy of many existing FDA approved drugs or even compounds in development, the Company anticipates the potential for multiple licensing agreements with multiple pharmaceutical companies seeking to improve their existing portfolio and extend patient life as they advance into clinical stage. And as it may be possible to file for New Drug Approval following successful Phase II studies, the Company anticipates licensing potential at early clinical stage. Multiple exit opportunities exist with high impact & high ROI.


The Company is seeking a supportive capital partner to maintain momentum up to $20M. Funding will be used to advance the lead drug through formal Investigational New Drug enabling studies towards New Drug Approval; estimating $3-5 Million now to advance into clinical studies. Preclinical / animal studies estimate ($3 - 5 Million and 12-18 months); follwed by potential combined Phase I-II clinical study in a rare cancer (approximately 2-3 years and $10M) to potential New Drug Approval, plus additional capital to advance additional drugs in the pipeline simultaneously, thus adding tremendous value to the Company’s valuation. Valuations of pharma companies often exceed $100 Million valuation at Phase I (approx. 18 months), and New Drug Approval can exceed valuations above $1 Billion. The Company has numerous, improved high-impact cancer drugs advancing with proper support.


NDA is required for comprehensive Confidential Information Memorandum crafted by ProNova Partners.",ProNova Partners,N/A,N/A,N/A,"$20,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Incredible Business And Real Estate Opportunity For Sale,Apalachin,New York,US,https://us.businessesforsale.com/us/incredible-business-and-real-estate-opportunity-for-sale.aspx,N/A,businessesforsale.com,"2023 is shaping up to be another great year at the nursery. The seller is not standing still by building a new greenhouse, opening a new production yard and investing in new equipment. The event space already has 10 weddings booked for 2024! Continued growth and expansion are on the horizon for this nursery business and property.


A profitable nursery and landscaping business combined with a spectacular property makes this an exceptional investment. The nursery and landscaping business are turn-key operations that are run to perfection. The nursery has 65 acres of rich river loam soil and three fresh water wells which produce an abundance of water supply. The retail garden center is 31 years old and has an established clientele with yearly growth. There is also a unique outdoor event center on the property designed by the seller and is meticulously maintained. You will not find a more beautiful location in the Southern Tier of New York.","ECA Business Alliance, LLC",N/A,N/A,N/A,"$9,280,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,"$750,000 - included in the asking price",N/A,01/19/2024
"250 Units In Houston, Tx For Sale",Houston,Texas,US,https://us.businessesforsale.com/us/250-units-in-houston-tx-for-sale.aspx,N/A,businessesforsale.com,"14230 WUNDERLICH RD


HOUSTON TX 77069


BROOKFIELD APARTMENTS

PICS 


Class B+ 

97% occupied


Year Built 1984


2 Stories


Owned free and clear


Value add (raise rents after some capex)


Property Management on site


NOI: $1,385,956


CAP: 5.3%


TO ACCESS MANY MORE PICTURES, GOOGLE THE PROPERTY ADDRESS, CLICK ON THE LINK THAT SAYS IMAGES AND THE PICTURES COME UP.


﻿FINANCIALS AVAILABLE FOR QUALIFIED BUYERS ONLY! NEED LOI OR POF



PURCHASE $25,000,000 + 3% Buyers Fee",Tru Vizions LLC,N/A,N/A,N/A,"$25,000,000",Available on request,Available on request,N/A,N/A,01/19/2024
Round Rock Cedar Park Two Large Childcare Centers For Sale,Round Rock,Texas,US,https://us.businessesforsale.com/us/round-rock-cedar-park-two-large-childcare-centers-for-sale.aspx,N/A,businessesforsale.com,"This is your chance to own large childcare centers in two of the hottest markets in the Austin area, the suburbs of Cedar Park and Round Rock.


This is an excellent opportunity to buy two beautiful childcare centers at a very affordable price. The centers have a great reputation but there is great opportunity for upside.


The buildings are gorgeous and modern, and the classrooms are large and impressive. The playgrounds are also beautiful and spacious, and the Round Rock location has some extra space next to the playgrounds for future expansion if desired one day. The current owner has the plans and is including them with the sale.


This is an excellent opportunity to avoid the time it would take to acquire land, get the necessary permits in the difficult Austin development market, construct, and open two schools.


This is ideal for a seasoned operator to add to their portfolio of schools.


Sales are increasing since COVID, but the current owners are facing health issues and are in a position where they can no longer give this center the attention that it needs. This is a great opportunity for a buyer to come in and implement more marketing and give the center and staff the attention that is needed to flourish.",The Barnett Capital Group,N/A,N/A,N/A,"$9,900,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,N/A,N/A,01/19/2024
Nice Off Market 3 Texas Apartment Buildings In Lubbock For Sale,Lubbock,Texas,US,https://us.businessesforsale.com/us/nice-off-market-3-texas-apartment-buildings-in-lubbock-for-sale.aspx,N/A,businessesforsale.com,"Off Market 3 nice apartment buildings......net income 1M.....have all financials

3 percent buyers fee",Tru Vizions LLC,N/A,N/A,N/A,"$9,200,000",Available on request,Available on request,N/A,N/A,01/19/2024
Cypress/Towne Lake Area Independent Child Care Center For Sale,Cypress,Texas,US,https://us.businessesforsale.com/us/cypress-towne-lake-area-independent-child-care-center.aspx,N/A,businessesforsale.com,"This state-of-the-art childcare center in one of the hottest sub markets in Texas.


This is an ideal expansion location for a national or regional operator looking for superior real estate in a high growth area at a reasonable cost.


The 16,800 sf building is well maintained and beautiful. The current owners have taken great care of the facility and have provided a very positive environment for the students and staff.


The asking price for the center is $6 million with the real estate, FFE, and Buses.",The Barnett Capital Group,N/A,N/A,N/A,"$6,000,000 


Furniture / Fixtures and Inventory / Stock included",Available on request,Available on request,N/A,N/A,01/19/2024
